ind_income,genQ,te,tr,QMR,CAP,MA,vd,vma,O,P,alfa,epsilon,ft,ec,r_cc,r_tp,area,goalQ,temination,OF_value,income,income_vma,income_vd,cost_infraest,cost_transport,cost_acquis,cost_transf,y,z,x,R,Rmax,Rmin,Q_coll,Q_transf,goal_ratio,%income_vd,%income_vma,std_profit,maxmin_profit
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,415920.0,1612356.7,998250.0,614106.7,280000.0,214700.0,435536.6,266200.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,38.1,61.9,0.39125420958459145,0.42031447429103597
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,722973.4,1919410.0,998250.0,921160.0,280000.0,214700.0,435536.6,266200.0,"[((3, 4), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.8115183246073299), ((2, 3, 2), 0.5104712041884817), ((3, 3, 2), 0.15706806282722513), ((4, 3, 2), 0.10471204188481674)]","{1: 0.7479431563201197, 2: 0.7479431563201197, 3: 0.7479431563201197, 4: 0.7479431563201197}",0.748,0.748,1.5837696335078533,1.21,1.0,48.0,52.0,1.292575514794688,0.6091014803307392
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.25,0.236,"[(1, 0.775), (2, 0.4875), (3, 0.15), (4, 0.1)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.35,0.236,"[(1, 1.085), (2, 0.6825), (3, 0.21), (4, 0.13999999999999999)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.3,0.5,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.815,no-optimal,,,,,,,,,,,,,,,,,,,,,
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,254300.7,941543.1,399300.0,542243.1,200000.0,107350.0,326652.5,53240.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,57.6,42.4,-0.08316137553233652,0.3209453620609398
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,796543.8,1483786.3,399300.0,1084486.3,200000.0,107350.0,326652.5,53240.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,73.1,26.9,1.508533289412487,0.6543350962071417
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.2,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,1338786.9,2026029.4,399300.0,1626729.4,200000.0,107350.0,326652.5,53240.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,80.3,19.7,3.1002279543573104,0.9877248303533435
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,264283.2,991455.6,449212.5,542243.1,200000.0,107350.0,326652.5,93170.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,54.7,45.3,-0.05385885053420985,0.3270829468842681
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,806526.3,1533698.8,449212.5,1084486.3,200000.0,107350.0,326652.5,93170.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,70.7,29.3,1.5378358144106137,0.66047268103047
0.75,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.35,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,1348769.4,2075941.9,449212.5,1626729.4,200000.0,107350.0,326652.5,93170.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,78.4,21.6,3.129530479355437,0.9938624151766717
0.25,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,274265.7,1041368.1,499125.0,542243.1,200000.0,107350.0,326652.5,133100.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,52.1,47.9,-0.024556325536083178,0.33322053170759636
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.15,0.236,"[(1, 0.46499999999999997), (2, 0.2925), (3, 0.09), (4, 0.06)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.1,0.75,550000,10,10,0.5,0.1,0.5,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.605,optimal,816508.8,1583611.3,499125.0,1084486.3,200000.0,107350.0,326652.5,133100.0,"[((3, 2), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 0.4057591623036649), ((2, 3, 2), 0.2552356020942408), ((3, 3, 2), 0.07853403141361257), ((4, 3, 2), 0.05235602094240837)]","{1: 0.8726003490401396, 2: 0.8726003490401396, 3: 0.8726003490401396, 4: 0.8726003490401396}",0.873,0.873,0.7918848167539266,0.605,1.0,68.5,31.5,1.5671383394087404,0.6666102658537981
