ind_income,genQ,te,tr,QMR,CAP,MA,vd,vma,O,P,alfa,ft,ec,r_cc,r_tp,area,goalQ,temination,OF_value,income,income_vma,income_vd,cost_infraest,cost_transport,cost_acquis,cost_transf,y,z,x,R,Rmax,Rmin,Q_coll,Q_transf,goal_ratio,%income_vd,%income_vma
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,225690.375,225690.37500000003,-2.9103830456733704e-11,0.0,0.0,225690.375,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,-1.2895468163732592e-14,100.00000000000003
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,2.9103830456733704e-11,255128.25000000003,255128.25000000003,0.0,0.0,0.0,255128.25,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,13758.63890999998,284566.125,284566.125,0.0,120000.0,150807.48609,0.0,0.0,"[((4, 2), 1.0)]",[],"[((1, 4, 2), 0.6105), ((2, 4, 2), 0.2235), ((3, 4, 2), 0.1485), ((4, 4, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,225690.375,225690.37500000003,-2.9103830456733704e-11,0.0,0.0,225690.375,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,-1.2895468163732592e-14,100.00000000000003
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,2.9103830456733704e-11,255128.25000000003,255128.25000000003,0.0,0.0,0.0,255128.25,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,13758.63890999998,284566.125,284566.125,0.0,120000.0,150807.48609,0.0,0.0,"[((4, 2), 1.0)]",[],"[((1, 4, 2), 0.6105), ((2, 4, 2), 0.2235), ((3, 4, 2), 0.1485), ((4, 4, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,225690.375,225690.37500000003,-2.9103830456733704e-11,0.0,0.0,225690.375,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,-1.2895468163732592e-14,100.00000000000003
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,2.9103830456733704e-11,255128.25000000003,255128.25000000003,0.0,0.0,0.0,255128.25,0.0,[],[],"[((1, 3, 2), 0.6105), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((4, 3, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.15,0.236,"[(1, 0.6105), (2, 0.2235), (3, 0.1485), (4, 0.045)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,13758.63890999998,284566.125,284566.125,0.0,120000.0,150807.48609,0.0,0.0,"[((4, 2), 1.0)]",[],"[((1, 4, 2), 0.6105), ((2, 4, 2), 0.2235), ((3, 4, 2), 0.1485), ((4, 4, 2), 0.045)]","{1: 0.022499999999999996, 2: 0.022500000000000003, 3: 0.0225, 4: 0.0225}",0.022500000000000003,0.022499999999999996,1.0275,0.7850100000000001,1.1460000000000001,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,5.820766091346741e-11,300920.5,300920.5,0.0,0.0,0.0,300920.49999999994,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,340171.0,340171.0,0.0,0.0,0.0,340171.0,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,28403.74536,379421.5,379421.49999999994,5.820766091346741e-11,120000.0,167319.25464,63698.500000000015,0.0,"[((4, 2), 1.0)]",[],"[((1, 2, 2), 0.08211403508771936), ((1, 3, 2), 0.08211403508771936), ((1, 4, 2), 0.6497719298245613), ((2, 2, 2), 0.006859649122806982), ((2, 3, 2), 0.006859649122806982), ((2, 4, 2), 0.28428070175438597), ((3, 2, 2), 0.019973684210526324), ((3, 3, 2), 0.019973684210526324), ((3, 4, 2), 0.15805263157894736), ((4, 2, 2), 0.006052631578947372), ((4, 3, 2), 0.006052631578947372), ((4, 4, 2), 0.04789473684210526)]","{1: 0.04, 2: 0.03999999999999999, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.03999999999999999,1.3699999999999999,1.0466799999999998,1.5279999999999996,1.534116040168188e-14,99.99999999999999
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,5.820766091346741e-11,300920.5,300920.5,0.0,0.0,0.0,300920.49999999994,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,340171.0,340171.0,0.0,0.0,0.0,340171.0,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,28403.74536,379421.5,379421.49999999994,5.820766091346741e-11,120000.0,167319.25464,63698.500000000015,0.0,"[((4, 2), 1.0)]",[],"[((1, 2, 2), 0.08211403508771936), ((1, 3, 2), 0.08211403508771936), ((1, 4, 2), 0.6497719298245613), ((2, 2, 2), 0.006859649122806982), ((2, 3, 2), 0.006859649122806982), ((2, 4, 2), 0.28428070175438597), ((3, 2, 2), 0.019973684210526324), ((3, 3, 2), 0.019973684210526324), ((3, 4, 2), 0.15805263157894736), ((4, 2, 2), 0.006052631578947372), ((4, 3, 2), 0.006052631578947372), ((4, 4, 2), 0.04789473684210526)]","{1: 0.04, 2: 0.03999999999999999, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.03999999999999999,1.3699999999999999,1.0466799999999998,1.5279999999999996,1.534116040168188e-14,99.99999999999999
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,5.820766091346741e-11,300920.5,300920.5,0.0,0.0,0.0,300920.49999999994,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,340171.0,340171.0,0.0,0.0,0.0,340171.0,0.0,[],[],"[((1, 2, 2), 0.40700000000000003), ((1, 3, 2), 0.40700000000000003), ((2, 2, 2), 0.14899999999999997), ((2, 3, 2), 0.14899999999999997), ((3, 2, 2), 0.099), ((3, 3, 2), 0.099), ((4, 2, 2), 0.030000000000000002), ((4, 3, 2), 0.030000000000000002)]","{1: 0.04, 2: 0.039999999999999994, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.039999999999999994,1.37,1.04668,1.528,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.2,0.236,"[(1, 0.8140000000000001), (2, 0.298), (3, 0.198), (4, 0.06)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,28403.74536,379421.5,379421.49999999994,5.820766091346741e-11,120000.0,167319.25464,63698.500000000015,0.0,"[((4, 2), 1.0)]",[],"[((1, 2, 2), 0.08211403508771936), ((1, 3, 2), 0.08211403508771936), ((1, 4, 2), 0.6497719298245613), ((2, 2, 2), 0.006859649122806982), ((2, 3, 2), 0.006859649122806982), ((2, 4, 2), 0.28428070175438597), ((3, 2, 2), 0.019973684210526324), ((3, 3, 2), 0.019973684210526324), ((3, 4, 2), 0.15805263157894736), ((4, 2, 2), 0.006052631578947372), ((4, 3, 2), 0.006052631578947372), ((4, 4, 2), 0.04789473684210526)]","{1: 0.04, 2: 0.03999999999999999, 3: 0.04000000000000001, 4: 0.04000000000000001}",0.04000000000000001,0.03999999999999999,1.3699999999999999,1.0466799999999998,1.5279999999999996,1.534116040168188e-14,99.99999999999999
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,196937.5,196937.5,0.0,0.0,0.0,196937.5,0.0,[],[],"[((1, 2, 2), 0.03129842931937175), ((1, 3, 2), 0.03129842931937175), ((2, 2, 2), 0.2235), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((3, 3, 2), 0.1485), ((4, 2, 2), 0.045), ((4, 3, 2), 0.045)]","{1: 0.004614019064280846, 2: 0.09000000000000001, 3: 0.09, 4: 0.09}",0.09000000000000001,0.004614019064280846,0.8965968586387435,0.685,1.0,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,5.820766091346741e-11,370500.0,370500.0,0.0,0.0,0.0,370499.99999999994,0.0,[],[],"[((1, 2, 2), 0.44829842931937175), ((1, 3, 2), 0.44829842931937175), ((2, 2, 2), 0.11922513089005252), ((2, 3, 2), 0.11922513089005252), ((3, 2, 2), 0.13354973821989505), ((3, 3, 2), 0.13354973821989505), ((4, 2, 2), 0.045), ((4, 3, 2), 0.045)]","{1: 0.0660882205384823, 2: 0.04801011982149766, 3: 0.08093923528478487, 4: 0.09}",0.09,0.04801011982149766,1.4921465968586387,1.14,1.6642335766423355,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.2,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,34245.73999999993,413249.99999999994,413249.99999999994,0.0,160000.0,219004.25999999998,0.0,0.0,"[((4, 3), 1.0)]",[],"[((1, 4, 2), 0.6581465968586385), ((2, 4, 2), 0.447), ((3, 4, 2), 0.297), ((4, 4, 2), 0.09)]","{1: 0.048512034166484405, 2: 0.09000000000000001, 3: 0.09, 4: 0.09}",0.09000000000000001,0.048512034166484405,1.4921465968586385,1.14,1.6642335766423355,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,196937.5,196937.5,0.0,0.0,0.0,196937.5,0.0,[],[],"[((1, 2, 2), 0.03129842931937175), ((1, 3, 2), 0.03129842931937175), ((2, 2, 2), 0.2235), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((3, 3, 2), 0.1485), ((4, 2, 2), 0.045), ((4, 3, 2), 0.045)]","{1: 0.004614019064280846, 2: 0.09000000000000001, 3: 0.09, 4: 0.09}",0.09000000000000001,0.004614019064280846,0.8965968586387435,0.685,1.0,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.3,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,5.820766091346741e-11,370500.0,370500.0,0.0,0.0,0.0,370499.99999999994,0.0,[],[],"[((1, 2, 2), 0.44829842931937175), ((1, 3, 2), 0.44829842931937175), ((2, 2, 2), 0.11922513089005252), ((2, 3, 2), 0.11922513089005252), ((3, 2, 2), 0.13354973821989505), ((3, 3, 2), 0.13354973821989505), ((4, 2, 2), 0.045), ((4, 3, 2), 0.045)]","{1: 0.0660882205384823, 2: 0.04801011982149766, 3: 0.08093923528478487, 4: 0.09}",0.09,0.04801011982149766,1.4921465968586387,1.14,1.6642335766423355,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.3,0.45,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,34245.73999999993,413249.99999999994,413249.99999999994,0.0,160000.0,219004.25999999998,0.0,0.0,"[((4, 3), 1.0)]",[],"[((1, 4, 2), 0.6581465968586385), ((2, 4, 2), 0.447), ((3, 4, 2), 0.297), ((4, 4, 2), 0.09)]","{1: 0.048512034166484405, 2: 0.09000000000000001, 3: 0.09, 4: 0.09}",0.09000000000000001,0.048512034166484405,1.4921465968586385,1.14,1.6642335766423355,0.0,100.0
1,"[(1, 4.07), (2, 1.49), (3, 0.99), (4, 0.3)]",0.3,0.236,"[(1, 1.221), (2, 0.447), (3, 0.297), (4, 0.09)]","[(1, 0.38), (2, 1.14), (3, 2.28), (4, 3.8), (5, 5.7), (6, 7.98)]",0.1,0.0,250000,10,10,0.5,0.15,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",0.685,optimal,0.0,196937.5,196937.5,0.0,0.0,0.0,196937.5,0.0,[],[],"[((1, 2, 2), 0.03129842931937175), ((1, 3, 2), 0.03129842931937175), ((2, 2, 2), 0.2235), ((2, 3, 2), 0.2235), ((3, 2, 2), 0.1485), ((3, 3, 2), 0.1485), ((4, 2, 2), 0.045), ((4, 3, 2), 0.045)]","{1: 0.004614019064280846, 2: 0.09000000000000001, 3: 0.09, 4: 0.09}",0.09000000000000001,0.004614019064280846,0.8965968586387435,0.685,1.0,0.0,100.0
