ind_income,genQ,te,tr,QMR,CAP,MA,vd,vma,O,P,alfa,epsilon,ft,fop,ec,r_cc,r_tp,area,goalQ,temination,OF_value,income,income_vma,income_vd,cost_infraest,cost_transport,cost_acquis,cost_transf,y,z,x,R,Rmax,Rmin,Q_coll,Q_transf,goal_ratio,%income_vd,%income_vma,std_profit,maxmin_profit
0.46,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,398407.0,1761406.0,1567500.0,193906.0,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.20000000000000004)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0000000000000002}",1.0,0.974,2.984293193717277,2.28,1.884,11.0,89.0,-0.15643981866541587,0.4307607412498739
0.47,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,402622.3,1765621.3,1567500.0,198121.3,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.20000000000000004)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0000000000000002}",1.0,0.974,2.984293193717277,2.28,1.884,11.2,88.8,-0.12341279355759747,0.4401249989447909
0.48,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,406837.7,1769836.6,1567500.0,202336.6,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.20000000000000004)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0000000000000002}",1.0,0.974,2.984293193717277,2.28,1.884,11.4,88.6,-0.09038498494622965,0.44948947878896656
0.49,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,411053.0,1774052.0,1567500.0,206552.0,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,11.6,88.4,-0.05735795983841127,0.45885373648388367
0.5,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,415268.4,1778267.3,1567500.0,210767.3,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.29596296136039113), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,11.9,88.1,-0.024330151227043448,0.4682182163280593
0.51,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,419483.7,1782482.7,1567500.0,214982.7,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286877), ((2, 3, 2), 0.9618796244212712), ((3, 3, 2), 0.29596296136039113), ((4, 3, 2), 0.19730864090692743)]","{1: 0.9865432045346372, 2: 0.9865432045346372, 3: 0.9865432045346372, 4: 0.9865432045346372}",0.987,0.987,2.9842931937172774,2.28,1.884,12.1,87.9,0.008696873880774938,0.47758247402297643
0.52,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,423699.1,1786698.0,1567500.0,219198.0,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,12.3,87.7,0.041724682492142305,0.486946953867152
0.53,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,427914.4,1790913.4,1567500.0,223413.4,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,12.5,87.5,0.07475170759996115,0.4963112115620692
0.54,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,432129.8,1795128.7,1567500.0,227628.7,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.20000000000000004)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0000000000000002}",1.0,0.974,2.984293193717277,2.28,1.884,12.7,87.3,0.10777951621132852,0.5056756914062448
0.55,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,436345.1,1799344.1,1567500.0,231844.1,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286872), ((2, 3, 2), 0.9618796244212715), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346368, 2: 0.9865432045346376, 3: 0.986543204534637, 4: 0.986543204534637}",0.987,0.987,2.9842931937172774,2.28,1.884,12.9,87.1,0.14080654131914688,0.5150399491011617
0.56,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,440560.5,1803559.4,1567500.0,236059.4,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.30000000000000004), ((4, 3, 2), 0.20000000000000004)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0000000000000002, 4: 1.0000000000000002}",1.0,0.974,2.984293193717277,2.28,1.884,13.1,86.9,0.17383434993051472,0.5244044289453373
0.57,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,444775.8,1807774.8,1567500.0,240274.8,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.975), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,13.3,86.7,0.2068613750383331,0.5337686866402545
0.58,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,448991.2,1811990.1,1567500.0,244490.1,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286877), ((2, 3, 2), 0.9618796244212712), ((3, 3, 2), 0.29596296136039113), ((4, 3, 2), 0.19730864090692743)]","{1: 0.9865432045346372, 2: 0.9865432045346372, 3: 0.9865432045346372, 4: 0.9865432045346372}",0.987,0.987,2.9842931937172774,2.28,1.884,13.5,86.5,0.2398891836497009,0.5431331664844301
0.59,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,453206.5,1816205.5,1567500.0,248705.5,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286877), ((2, 3, 2), 0.9618796244212712), ((3, 3, 2), 0.29596296136039113), ((4, 3, 2), 0.19730864090692743)]","{1: 0.9865432045346372, 2: 0.9865432045346372, 3: 0.9865432045346372, 4: 0.9865432045346372}",0.987,0.987,2.9842931937172774,2.28,1.884,13.7,86.3,0.2729162087575193,0.5524974241793472
0.6,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,457421.9,1820420.8,1567500.0,252920.8,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,13.9,86.1,0.30594401736888716,0.5618619040235229
0.61,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,461637.2,1824636.2,1567500.0,257136.2,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,14.1,85.9,0.3389710424767055,0.57122616171844
0.62,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,465852.6,1828851.5,1567500.0,261351.5,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.55), ((2, 3, 2), 0.975), ((3, 3, 2), 0.2592931937172771), ((4, 3, 2), 0.2)]","{1: 1.0, 2: 1.0, 3: 0.8643106457242571, 4: 1.0}",1.0,0.864,2.984293193717277,2.28,1.884,14.3,85.7,0.3719988510880729,0.5805906415626156
0.63,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,470067.9,1833066.9,1567500.0,265566.9,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286854), ((2, 3, 2), 0.961879624421271), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346357, 2: 0.986543204534637, 3: 0.986543204534637, 4: 0.986543204534637}",0.987,0.987,2.984293193717275,2.2799999999999985,1.884,14.5,85.5,0.4050258761958917,0.5899548992575327
0.64,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,474283.2,1837282.2,1567500.0,269782.2,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.975), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,14.7,85.3,0.4380529013037101,0.5993191569524499
0.65,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,478498.6,1841497.5,1567500.0,273997.5,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.55), ((2, 3, 2), 0.9750000000000001), ((3, 3, 2), 0.2592931937172768), ((4, 3, 2), 0.2)]","{1: 1.0, 2: 1.0000000000000002, 3: 0.8643106457242561, 4: 1.0}",1.0,0.864,2.9842931937172774,2.28,1.884,14.9,85.1,0.47108070991507744,0.6086836367966253
0.66,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,482713.9,1845712.9,1567500.0,278212.9,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,15.1,84.9,0.5041077350228963,0.6180478944915426
0.67,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,486929.3,1849928.2,1567500.0,282428.2,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.9749999999999999), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,15.3,84.7,0.5371355436342636,0.6274123743357181
0.68,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,491144.6,1854143.6,1567500.0,286643.6,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286874), ((2, 3, 2), 0.9618796244212711), ((3, 3, 2), 0.29596296136039113), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346371, 2: 0.9865432045346371, 3: 0.9865432045346371, 4: 0.9865432045346371}",0.987,0.987,2.984293193717277,2.28,1.884,15.5,84.5,0.570162568742082,0.6367766320306352
0.69,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,495360.0,1858358.9,1567500.0,290858.9,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.5291419670286857), ((2, 3, 2), 0.96187962442127), ((3, 3, 2), 0.2959629613603911), ((4, 3, 2), 0.1973086409069274)]","{1: 0.9865432045346358, 2: 0.986543204534636, 3: 0.986543204534637, 4: 0.986543204534637}",0.987,0.987,2.9842931937172743,2.2799999999999976,1.884,15.7,84.3,0.6031903773534499,0.6461411118748108
0.7,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,499575.3,1862574.3,1567500.0,295074.3,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.509293193717277), ((2, 3, 2), 0.975), ((3, 3, 2), 0.3), ((4, 3, 2), 0.2)]","{1: 0.9737375443337272, 2: 1.0000000000000002, 3: 1.0, 4: 1.0}",1.0,0.974,2.984293193717277,2.28,1.884,15.8,84.2,0.6362174024612682,0.6555053695697279
0.71,"[(1, 3.1), (2, 1.95), (3, 0.6), (4, 0.4)]",0.5,0.236,"[(1, 1.55), (2, 0.975), (3, 0.3), (4, 0.2)]","[(1, 0.38), (2, 0.76), (3, 1.14), (4, 1.52), (5, 1.9), (6, 2.28)]",0.2,0.25,550000,10,10,0.5,0.1,0.25,0.6,13500,"[(1, 4000), (2, 4000), (3, 4000), (4, 4000), (5, 4000), (6, 4000), (7, 4000)]","[(1, 4000), (2, 4000)]","[(1, 20), (2, 30), (3, 40), (4, 50), (5, 60), (6, 70)]",1.21,optimal,503790.7,1866789.6,1567500.0,299289.6,360000.0,404558.6,410340.3,188100.0,"[((3, 6), 1.0)]","[((2, 1), 1.0)]","[((1, 3, 2), 1.549999999999999), ((2, 3, 2), 0.9749999999999993), ((3, 3, 2), 0.25929319371727655), ((4, 3, 2), 0.2)]","{1: 0.9999999999999994, 2: 0.9999999999999994, 3: 0.8643106457242553, 4: 1.0}",1.0,0.864,2.9842931937172748,2.279999999999998,1.884,16.0,84.0,0.6692452110726361,0.6648698494139036
